"pie","eng","see-also","pie-keywords","eng-keywords","pie-metaphone","eng-metaphone"
"aik-","to call to","[""ai""]","[""aik"", ""aik-"", ""ai""]","[""call"", ""to""]","[""A"", ""AK"", ""AKK""]","[""KL"", ""T""]"
"ai̯os-","<b>ore</b>, metal (copper, bronze, iron)","[""aisk-""]","[""aiuo"", ""aiuos-"", ""ai\u032fo"", ""ai\u032fos-"", ""aisk"", ""aisk-""]","[""bronz"", ""copper"", ""iron"", ""metal"", ""ore""]","[""A"", ""ASK"", ""ASKK"", ""ASS""]","[""AR"", ""ARN"", ""KPR"", ""MTL"", ""PRNS""]"
"ai̯os-","<b>ore</b>, metal (copper, bronze, iron)","[""aisk-""]","[""aiuo"", ""aiuos-"", ""ai\u032fo"", ""ai\u032fos-"", ""aisk"", ""aisk-""]","[""bronz"", ""copper"", ""iron"", ""metal"", ""ore""]","[""A"", ""ASK"", ""ASKK"", ""ASS""]","[""AR"", ""ARN"", ""KPR"", ""MTL"", ""PRNS""]"
"ai-rā","(type of grass)","[]","[""ai"", ""ai-ra"", ""ai-r\u0101"", ""ra"", ""r\u0101""]","[""grass"", ""of"", ""type""]","[""A"", ""AR"", ""R""]","[""AF"", ""KRS"", ""TP""]"
"ai-rā","(type of grass)","[]","[""ai"", ""ai-ra"", ""ai-r\u0101"", ""ra"", ""r\u0101""]","[""grass"", ""of"", ""type""]","[""A"", ""AR"", ""R""]","[""AF"", ""KRS"", ""TP""]"
"ais-","to wish, desire, <b>ask</b>/search for","[]","[""ai"", ""ais-""]","[""ask"", ""desir"", ""for"", ""search"", ""to"", ""wish""]","[""A"", ""ASS""]","[""ASK"", ""AX"", ""FR"", ""FX"", ""SRK"", ""SRX"", ""T"", ""TSR""]"
"ais-","to wish, desire, <b>ask</b>/search for","[]","[""ai"", ""ais-""]","[""ask"", ""desir"", ""for"", ""search"", ""to"", ""wish""]","[""A"", ""ASS""]","[""ASK"", ""AX"", ""FR"", ""FX"", ""SRK"", ""SRX"", ""T"", ""TSR""]"
"ais-","to respect, worship, be in awe","[]","[""ai"", ""ais-""]","[""awe"", ""be"", ""in"", ""respect"", ""to"", ""worship""]","[""A"", ""ASS""]","[""A"", ""AN"", ""ARXP"", ""FRXP"", ""P"", ""RSPKT"", ""T""]"
"ais-","to respect, worship, be in awe","[]","[""ai"", ""ais-""]","[""awe"", ""be"", ""in"", ""respect"", ""to"", ""worship""]","[""A"", ""ASS""]","[""A"", ""AN"", ""ARXP"", ""FRXP"", ""P"", ""RSPKT"", ""T""]"
"aisk-","clear, bright, shining","[""ai-tro-""]","[""aisk"", ""aisk-"", ""ai"", ""ai-tro-"", ""tro""]","[""bright"", ""clear"", ""shine""]","[""A"", ""ASK"", ""ASKK"", ""ATR"", ""TR""]","[""KLR"", ""PRT"", ""XN""]"
"aisk-","clear, bright, shining","[""ai-tro-""]","[""aisk"", ""aisk-"", ""ai"", ""ai-tro-"", ""tro""]","[""bright"", ""clear"", ""shine""]","[""A"", ""ASK"", ""ASKK"", ""ATR"", ""TR""]","[""KLR"", ""PRT"", ""XN""]"
"ai-tro-","sharp, bitter","[""\u0101\u0306i-""]","[""ai"", ""ai-tro-"", ""tro"", ""aai"", ""aai-"", ""\u0101\u0306i"", ""\u0101\u0306i-""]","[""bitter"", ""sharp""]","[""A"", ""ATR"", ""TR""]","[""PTR"", ""XRP""]"
"ai-tro-","sharp, bitter","[""\u0101\u0306i-""]","[""ai"", ""ai-tro-"", ""tro"", ""aai"", ""aai-"", ""\u0101\u0306i"", ""\u0101\u0306i-""]","[""bitter"", ""sharp""]","[""A"", ""ATR"", ""TR""]","[""PTR"", ""XRP""]"
"aiu̯-","vitality, life force","[]","[""aiuu"", ""aiuu-"", ""aiu\u032f"", ""aiu\u032f-""]","[""forc"", ""life"", ""vital""]","[""A""]","[""FRK"", ""FTL"", ""LF""]"
"aiu̯-","vitality, life force","[]","[""aiuu"", ""aiuu-"", ""aiu\u032f"", ""aiu\u032f-""]","[""forc"", ""life"", ""vital""]","[""A""]","[""FRK"", ""FTL"", ""LF""]"
"ai̯u-","vitality, life force","[]","[""aiuu"", ""aiuu-"", ""ai\u032fu"", ""ai\u032fu-""]","[""forc"", ""life"", ""vital""]","[""A""]","[""FRK"", ""FTL"", ""LF""]"
"ai̯u-","vitality, life force","[]","[""aiuu"", ""aiuu-"", ""ai\u032fu"", ""ai\u032fu-""]","[""forc"", ""life"", ""vital""]","[""A""]","[""FRK"", ""FTL"", ""LF""]"
"ak̑-","to eat","[]","[""ak"", ""ak-"", ""ak\u0311"", ""ak\u0311-""]","[""eat"", ""to""]","[""AK"", ""AKK""]","[""AT"", ""T""]"
"ak̑-","to eat","[]","[""ak"", ""ak-"", ""ak\u0311"", ""ak\u0311-""]","[""eat"", ""to""]","[""AK"", ""AKK""]","[""AT"", ""T""]"
"ak̑ō-","to eat","[]","[""ako"", ""ako-"", ""ak\u0311\u014d"", ""ak\u0311\u014d-""]","[""eat"", ""to""]","[""AK"", ""AKK""]","[""AT"", ""T""]"
"ak̑ō-","to eat","[]","[""ako"", ""ako-"", ""ak\u0311\u014d"", ""ak\u0311\u014d-""]","[""eat"", ""to""]","[""AK"", ""AKK""]","[""AT"", ""T""]"
"ak̑-","sharp, <b>acute</b>, angular; stone","[""ok\u0311t\u014d(u)""]","[""ak"", ""ak-"", ""ak\u0311"", ""ak\u0311-"", ""oktou"", ""ok\u0311t\u014du""]","[""acut"", ""angular"", ""sharp"", ""stone""]","[""AK"", ""AKK"", ""AKT""]","[""AKT"", ""ANKLR"", ""STN"", ""XRP""]"
"ak̑-","sharp, <b>acute</b>, angular; stone","[""ok\u0311t\u014d(u)""]","[""ak"", ""ak-"", ""ak\u0311"", ""ak\u0311-"", ""oktou"", ""ok\u0311t\u014du""]","[""acut"", ""angular"", ""sharp"", ""stone""]","[""AK"", ""AKK"", ""AKT""]","[""AKT"", ""ANKLR"", ""STN"", ""XRP""]"
"ok̑-","sharp, <b>acute</b>, angular; stone","[""ok\u0311t\u014d(u)""]","[""ok"", ""ok-"", ""ok\u0311"", ""ok\u0311-"", ""oktou"", ""ok\u0311t\u014du""]","[""acut"", ""angular"", ""sharp"", ""stone""]","[""AK"", ""AKK"", ""AKT""]","[""AKT"", ""ANKLR"", ""STN"", ""XRP""]"
"ok̑-","sharp, <b>acute</b>, angular; stone","[""ok\u0311t\u014d(u)""]","[""ok"", ""ok-"", ""ok\u0311"", ""ok\u0311-"", ""oktou"", ""ok\u0311t\u014du""]","[""acut"", ""angular"", ""sharp"", ""stone""]","[""AK"", ""AKK"", ""AKT""]","[""AKT"", ""ANKLR"", ""STN"", ""XRP""]"
"akkā","mama (nursery word)","[]","[""akka"", ""akk\u0101""]","[""mama"", ""nurseri"", ""word""]","[""AK""]","[""ART"", ""FRT"", ""MM"", ""NRSR""]"
"akkā","mama (nursery word)","[]","[""akka"", ""akk\u0101""]","[""mama"", ""nurseri"", ""word""]","[""AK""]","[""ART"", ""FRT"", ""MM"", ""NRSR""]"
"ak̑ru","tear(drop)","[""dak\u0311ru-""]","[""akru"", ""ak\u0311ru"", ""dakru"", ""dakru-"", ""dak\u0311ru"", ""dak\u0311ru-""]","[""teardrop""]","[""AKR"", ""TKR""]","[""TRTRP""]"
"ak̑ru","tear(drop)","[""dak\u0311ru-""]","[""akru"", ""ak\u0311ru"", ""dakru"", ""dakru-"", ""dak\u0311ru"", ""dak\u0311ru-""]","[""teardrop""]","[""AKR"", ""TKR""]","[""TRTRP""]"
"aku̯-","to hurt, damage","[]","[""akuu"", ""akuu-"", ""aku\u032f"", ""aku\u032f-""]","[""damag"", ""hurt"", ""to""]","[""AK""]","[""HRT"", ""T"", ""TMK""]"
"aku̯-","to hurt, damage","[]","[""akuu"", ""akuu-"", ""aku\u032f"", ""aku\u032f-""]","[""damag"", ""hurt"", ""to""]","[""AK""]","[""HRT"", ""T"", ""TMK""]"
"aku̯ā-","<b>aqua</b>, water, river","[]","[""akuua"", ""akuua-"", ""aku\u032f\u0101"", ""aku\u032f\u0101-""]","[""aqua"", ""river"", ""water""]","[""AK""]","[""AK"", ""ATR"", ""FTR"", ""RFR""]"
"aku̯ā-","<b>aqua</b>, water, river","[]","[""akuua"", ""akuua-"", ""aku\u032f\u0101"", ""aku\u032f\u0101-""]","[""aqua"", ""river"", ""water""]","[""AK""]","[""AK"", ""ATR"", ""FTR"", ""RFR""]"
"əku̯ā","<b>aqua</b>, water, river","[]","[""ekuua"", ""\u0259ku\u032f\u0101""]","[""aqua"", ""river"", ""water""]","[""AK""]","[""AK"", ""ATR"", ""FTR"", ""RFR""]"
"əku̯ā","<b>aqua</b>, water, river","[]","[""ekuua"", ""\u0259ku\u032f\u0101""]","[""aqua"", ""river"", ""water""]","[""AK""]","[""AK"", ""ATR"", ""FTR"", ""RFR""]"
"ēku̯-","<b>aqua</b>, water, river","[]","[""ekuu"", ""ekuu-"", ""\u0113ku\u032f"", ""\u0113ku\u032f-""]","[""aqua"", ""river"", ""water""]","[""AK""]","[""AK"", ""ATR"", ""FTR"", ""RFR""]"
"ēku̯-","<b>aqua</b>, water, river","[]","[""ekuu"", ""ekuu-"", ""\u0113ku\u032f"", ""\u0113ku\u032f-""]","[""aqua"", ""river"", ""water""]","[""AK""]","[""AK"", ""ATR"", ""FTR"", ""RFR""]"
"al-","beyond; other, <b>alien</b>","[""ario-?""]","[""al"", ""al-"", ""ario"", ""ario-""]","[""alien"", ""beyond"", ""other""]","[""AL"", ""ALL"", ""AR""]","[""A0R"", ""ALN"", ""ATR"", ""PNT""]"
"al-","beyond; other, <b>alien</b>","[""ario-?""]","[""al"", ""al-"", ""ario"", ""ario-""]","[""alien"", ""beyond"", ""other""]","[""AL"", ""ALL"", ""AR""]","[""A0R"", ""ALN"", ""ATR"", ""PNT""]"
"ol-","beyond; other, <b>alien</b>","[""ario-?""]","[""ol"", ""ol-"", ""ario"", ""ario-""]","[""alien"", ""beyond"", ""other""]","[""AL"", ""ALL"", ""AR""]","[""A0R"", ""ALN"", ""ATR"", ""PNT""]"
"ol-","beyond; other, <b>alien</b>","[""ario-?""]","[""ol"", ""ol-"", ""ario"", ""ario-""]","[""alien"", ""beyond"", ""other""]","[""AL"", ""ALL"", ""AR""]","[""A0R"", ""ALN"", ""ATR"", ""PNT""]"
"al-","to grow, nourish, <b>enhance</b>","[]","[""al"", ""al-""]","[""enhanc"", ""grow"", ""nourish"", ""to""]","[""AL"", ""ALL""]","[""ANNK"", ""KR"", ""KRF"", ""NRX"", ""T""]"
"al-","to grow, nourish, <b>enhance</b>","[]","[""al"", ""al-""]","[""enhanc"", ""grow"", ""nourish"", ""to""]","[""AL"", ""ALL""]","[""ANNK"", ""KR"", ""KRF"", ""NRX"", ""T""]"
"ā̆l-","to roam, wander; be crazy/confused","[]","[""aal"", ""aal-"", ""\u0101\u0306l"", ""\u0101\u0306l-""]","[""be"", ""crazyconfus"", ""roam"", ""to"", ""wander""]","[""AL"", ""ALL""]","[""ANTR"", ""FNTR"", ""KRSKNFS"", ""P"", ""RM"", ""T""]"
"ā̆l-","to roam, wander; be crazy/confused","[]","[""aal"", ""aal-"", ""\u0101\u0306l"", ""\u0101\u0306l-""]","[""be"", ""crazyconfus"", ""roam"", ""to"", ""wander""]","[""AL"", ""ALL""]","[""ANTR"", ""FNTR"", ""KRSKNFS"", ""P"", ""RM"", ""T""]"
"al-","to burn","[]","[""al"", ""al-""]","[""burn"", ""to""]","[""AL"", ""ALL""]","[""PRN"", ""T""]"
"al-","to burn","[]","[""al"", ""al-""]","[""burn"", ""to""]","[""AL"", ""ALL""]","[""PRN"", ""T""]"
"al-","to mill, grind","[]","[""al"", ""al-""]","[""grind"", ""mill"", ""to""]","[""AL"", ""ALL""]","[""KRNT"", ""ML"", ""T""]"
"al-","to mill, grind","[]","[""al"", ""al-""]","[""grind"", ""mill"", ""to""]","[""AL"", ""ALL""]","[""KRNT"", ""ML"", ""T""]"
"al-","white, gleaming","[]","[""al"", ""al-""]","[""gleam"", ""white""]","[""AL"", ""ALL""]","[""AT"", ""KLM""]"
"al-","white, gleaming","[]","[""al"", ""al-""]","[""gleam"", ""white""]","[""AL"", ""ALL""]","[""AT"", ""KLM""]"
"alōu-","white, gleaming","[]","[""alou"", ""alou-"", ""al\u014du"", ""al\u014du-""]","[""gleam"", ""white""]","[""AL"", ""ALL""]","[""AT"", ""KLM""]"
"alōu-","white, gleaming","[]","[""alou"", ""alou-"", ""al\u014du"", ""al\u014du-""]","[""gleam"", ""white""]","[""AL"", ""ALL""]","[""AT"", ""KLM""]"
"aləu-","white, gleaming","[]","[""aleu"", ""aleu-"", ""al\u0259u"", ""al\u0259u-""]","[""gleam"", ""white""]","[""AL"", ""ALL""]","[""AT"", ""KLM""]"
"aləu-","white, gleaming","[]","[""aleu"", ""aleu-"", ""al\u0259u"", ""al\u0259u-""]","[""gleam"", ""white""]","[""AL"", ""ALL""]","[""AT"", ""KLM""]"
"alā","<b>hello</b>! (greeting)","[]","[""ala"", ""al\u0101""]","[""greet"", ""hello""]","[""AL""]","[""HL"", ""KRT""]"
"alā","<b>hello</b>! (greeting)","[]","[""ala"", ""al\u0101""]","[""greet"", ""hello""]","[""AL""]","[""HL"", ""KRT""]"
"albhi-","barley","[""albho-""]","[""albhi"", ""albhi-"", ""albho"", ""albho-""]","[""barley""]","[""ALP""]","[""PRL""]"
"albhi-","barley","[""albho-""]","[""albhi"", ""albhi-"", ""albho"", ""albho-""]","[""barley""]","[""ALP""]","[""PRL""]"
"albho-","white, <b>albino</b>","[""el-""]","[""albho"", ""albho-"", ""el"", ""el-""]","[""albino"", ""white""]","[""AL"", ""ALL"", ""ALP""]","[""ALPN"", ""AT""]"
"albho-","white, <b>albino</b>","[""el-""]","[""albho"", ""albho-"", ""el"", ""el-""]","[""albino"", ""white""]","[""AL"", ""ALL"", ""ALP""]","[""ALPN"", ""AT""]"
"aldh-","trough","[]","[""aldh"", ""aldh-""]","[""trough""]","[""ALT""]","[""TRF""]"
"aldh-","trough","[]","[""aldh"", ""aldh-""]","[""trough""]","[""ALT""]","[""TRF""]"
"aleq-","to protect, ward off","[""areg-""]","[""aleq"", ""aleq-"", ""areg"", ""areg-""]","[""off"", ""protect"", ""to"", ""ward""]","[""ALK"", ""ALKK"", ""ARK"", ""ARKK""]","[""AF"", ""ART"", ""FRT"", ""PRTKT"", ""T""]"
"aleq-","to protect, ward off","[""areg-""]","[""aleq"", ""aleq-"", ""areg"", ""areg-""]","[""off"", ""protect"", ""to"", ""ward""]","[""ALK"", ""ALKK"", ""ARK"", ""ARKK""]","[""AF"", ""ART"", ""FRT"", ""PRTKT"", ""T""]"
"algh-","cold, frost, <b>algidity</b>","[]","[""algh"", ""algh-""]","[""algid"", ""cold"", ""frost""]","[""ALK"", ""ALKK""]","[""ALJT"", ""ALKT"", ""FRST"", ""KLT""]"
"algh-","cold, frost, <b>algidity</b>","[]","[""algh"", ""algh-""]","[""algid"", ""cold"", ""frost""]","[""ALK"", ""ALKK""]","[""ALJT"", ""ALKT"", ""FRST"", ""KLT""]"
"algu̯h-","to gain, earn; price, value","[]","[""alguuh"", ""alguuh-"", ""algu\u032fh"", ""algu\u032fh-""]","[""earn"", ""gain"", ""price"", ""to"", ""valu""]","[""ALK""]","[""ARN"", ""FL"", ""KN"", ""PRS"", ""T""]"
"algu̯h-","to gain, earn; price, value","[]","[""alguuh"", ""alguuh-"", ""algu\u032fh"", ""algu\u032fh-""]","[""earn"", ""gain"", ""price"", ""to"", ""valu""]","[""ALK""]","[""ARN"", ""FL"", ""KN"", ""PRS"", ""T""]"
"alp-","small, weak","[]","[""alp"", ""alp-""]","[""small"", ""weak""]","[""ALP"", ""ALPP""]","[""AK"", ""FK"", ""SML"", ""XML""]"
"alp-","small, weak","[]","[""alp"", ""alp-""]","[""small"", ""weak""]","[""ALP"", ""ALPP""]","[""AK"", ""FK"", ""SML"", ""XML""]"
"ālu-","a bitter plant?","[]","[""alu"", ""alu-"", ""\u0101lu"", ""\u0101lu-""]","[""bitter"", ""plant""]","[""AL""]","[""PLNT"", ""PTR""]"
"ālu-","a bitter plant?","[]","[""alu"", ""alu-"", ""\u0101lu"", ""\u0101lu-""]","[""bitter"", ""plant""]","[""AL""]","[""PLNT"", ""PTR""]"
"ālo-","a bitter plant?","[]","[""alo"", ""alo-"", ""\u0101lo"", ""\u0101lo-""]","[""bitter"", ""plant""]","[""AL""]","[""PLNT"", ""PTR""]"
"ālo-","a bitter plant?","[]","[""alo"", ""alo-"", ""\u0101lo"", ""\u0101lo-""]","[""bitter"", ""plant""]","[""AL""]","[""PLNT"", ""PTR""]"
"alu-","bitter; <b>ale</b>, beer","[]","[""alu"", ""alu-""]","[""ale"", ""beer"", ""bitter""]","[""AL"", ""ALTT""]","[""AL"", ""PR"", ""PTR""]"
"alu-","bitter; <b>ale</b>, beer","[]","[""alu"", ""alu-""]","[""ale"", ""beer"", ""bitter""]","[""AL"", ""ALTT""]","[""AL"", ""PR"", ""PTR""]"
"alu-d-","bitter; <b>ale</b>, beer","[]","[""alu"", ""alu-d-""]","[""ale"", ""beer"", ""bitter""]","[""AL"", ""ALTT""]","[""AL"", ""PR"", ""PTR""]"
"alu-d-","bitter; <b>ale</b>, beer","[]","[""alu"", ""alu-d-""]","[""ale"", ""beer"", ""bitter""]","[""AL"", ""ALTT""]","[""AL"", ""PR"", ""PTR""]"
"alu-t-","bitter; <b>ale</b>, beer","[]","[""alu"", ""alu-t-""]","[""ale"", ""beer"", ""bitter""]","[""AL"", ""ALTT""]","[""AL"", ""PR"", ""PTR""]"
"alu-t-","bitter; <b>ale</b>, beer","[]","[""alu"", ""alu-t-""]","[""ale"", ""beer"", ""bitter""]","[""AL"", ""ALTT""]","[""AL"", ""PR"", ""PTR""]"
"ambhi","around, at <b>both</b> sides","[""ebhi?""]","[""ambhi"", ""ebhi""]","[""around"", ""at"", ""both"", ""side""]","[""AMP"", ""AP"", ""MP""]","[""ARNT"", ""AT"", ""P0"", ""PT"", ""ST""]"
"ambhi","around, at <b>both</b> sides","[""ebhi?""]","[""ambhi"", ""ebhi""]","[""around"", ""at"", ""both"", ""side""]","[""AMP"", ""AP"", ""MP""]","[""ARNT"", ""AT"", ""P0"", ""PT"", ""ST""]"
"m̥bhi","around, at <b>both</b> sides","[""ebhi?""]","[""mbhi"", ""m\u0325bhi"", ""ebhi""]","[""around"", ""at"", ""both"", ""side""]","[""AMP"", ""AP"", ""MP""]","[""ARNT"", ""AT"", ""P0"", ""PT"", ""ST""]"
"m̥bhi","around, at <b>both</b> sides","[""ebhi?""]","[""mbhi"", ""m\u0325bhi"", ""ebhi""]","[""around"", ""at"", ""both"", ""side""]","[""AMP"", ""AP"", ""MP""]","[""ARNT"", ""AT"", ""P0"", ""PT"", ""ST""]"
"am-","to grab, seize","[""m\u0113-""]","[""am"", ""am-"", ""me"", ""me-"", ""m\u0113"", ""m\u0113-""]","[""grab"", ""seiz"", ""to""]","[""AM"", ""AMM"", ""M""]","[""KRP"", ""SS"", ""T""]"
"am-","to grab, seize","[""m\u0113-""]","[""am"", ""am-"", ""me"", ""me-"", ""m\u0113"", ""m\u0113-""]","[""grab"", ""seiz"", ""to""]","[""AM"", ""AMM"", ""M""]","[""KRP"", ""SS"", ""T""]"
"mē-","to grab, seize","[""m\u0113-""]","[""me"", ""me-"", ""m\u0113"", ""m\u0113-"", ""me"", ""me-"", ""m\u0113"", ""m\u0113-""]","[""grab"", ""seiz"", ""to""]","[""AMM"", ""M""]","[""KRP"", ""SS"", ""T""]"
"mē-","to grab, seize","[""m\u0113-""]","[""me"", ""me-"", ""m\u0113"", ""m\u0113-"", ""me"", ""me-"", ""m\u0113"", ""m\u0113-""]","[""grab"", ""seiz"", ""to""]","[""AMM"", ""M""]","[""KRP"", ""SS"", ""T""]"
"am-","to <b>mow</b>","[""m\u0113-""]","[""am"", ""am-"", ""me"", ""me-"", ""m\u0113"", ""m\u0113-""]","[""mow"", ""to""]","[""AM"", ""AMM"", ""M""]","[""M"", ""MF"", ""T""]"
"am-","to <b>mow</b>","[""m\u0113-""]","[""am"", ""am-"", ""me"", ""me-"", ""m\u0113"", ""m\u0113-""]","[""mow"", ""to""]","[""AM"", ""AMM"", ""M""]","[""M"", ""MF"", ""T""]"
"mē-","to <b>mow</b>","[""m\u0113-""]","[""me"", ""me-"", ""m\u0113"", ""m\u0113-"", ""me"", ""me-"", ""m\u0113"", ""m\u0113-""]","[""mow"", ""to""]","[""AMM"", ""M""]","[""M"", ""MF"", ""T""]"
"mē-","to <b>mow</b>","[""m\u0113-""]","[""me"", ""me-"", ""m\u0113"", ""m\u0113-"", ""me"", ""me-"", ""m\u0113"", ""m\u0113-""]","[""mow"", ""to""]","[""AMM"", ""M""]","[""M"", ""MF"", ""T""]"
"āmer-","day","[]","[""amer"", ""amer-"", ""\u0101mer"", ""\u0101mer-""]","[""day""]","[""AMR"", ""AMRR""]","[""T""]"
"āmer-","day","[]","[""amer"", ""amer-"", ""\u0101mer"", ""\u0101mer-""]","[""day""]","[""AMR"", ""AMRR""]","[""T""]"
"āmōr","day","[]","[""amor"", ""\u0101m\u014dr""]","[""day""]","[""AMR"", ""AMRR""]","[""T""]"
"āmōr","day","[]","[""amor"", ""\u0101m\u014dr""]","[""day""]","[""AMR"", ""AMRR""]","[""T""]"
"āmr̥","day","[]","[""amrr"", ""\u0101mr\u0325""]","[""day""]","[""AMR"", ""AMRR""]","[""T""]"
"āmr̥","day","[]","[""amrr"", ""\u0101mr\u0325""]","[""day""]","[""AMR"", ""AMRR""]","[""T""]"
"ames-","blackbird: <b>merl</b>, <b>ousel</b>","[]","[""ame"", ""ames-""]","[""blackbird"", ""merl"", ""ousel""]","[""AM"", ""AMSS""]","[""ASL"", ""MRL"", ""PLKPRT""]"
"ames-","blackbird: <b>merl</b>, <b>ousel</b>","[]","[""ame"", ""ames-""]","[""blackbird"", ""merl"", ""ousel""]","[""AM"", ""AMSS""]","[""ASL"", ""MRL"", ""PLKPRT""]"
"omes-","blackbird: <b>merl</b>, <b>ousel</b>","[]","[""ome"", ""omes-""]","[""blackbird"", ""merl"", ""ousel""]","[""AM"", ""AMSS""]","[""ASL"", ""MRL"", ""PLKPRT""]"
"omes-","blackbird: <b>merl</b>, <b>ousel</b>","[]","[""ome"", ""omes-""]","[""blackbird"", ""merl"", ""ousel""]","[""AM"", ""AMSS""]","[""ASL"", ""MRL"", ""PLKPRT""]"
"amə-","to proceed energetically; firm up; suffer","[""om\u0259-""]","[""ame"", ""ame-"", ""am\u0259"", ""am\u0259-"", ""ome"", ""ome-"", ""om\u0259"", ""om\u0259-""]","[""energet"", ""firm"", ""proceed"", ""suffer"", ""to"", ""up""]","[""AM""]","[""ANRKT"", ""AP"", ""FRM"", ""PRST"", ""SFR"", ""T""]"
"amə-","to proceed energetically; firm up; suffer","[""om\u0259-""]","[""ame"", ""ame-"", ""am\u0259"", ""am\u0259-"", ""ome"", ""ome-"", ""om\u0259"", ""om\u0259-""]","[""energet"", ""firm"", ""proceed"", ""suffer"", ""to"", ""up""]","[""AM""]","[""ANRKT"", ""AP"", ""FRM"", ""PRST"", ""SFR"", ""T""]"
"am(m)a","mama, <b>amah</b> (nursery word)","[]","[""amma""]","[""amah"", ""mama"", ""nurseri"", ""word""]","[""AM"", ""AMMMM""]","[""AM"", ""ART"", ""FRT"", ""MM"", ""NRSR""]"
"ama","mama, <b>amah</b> (nursery word)","[]","[""ama""]","[""amah"", ""mama"", ""nurseri"", ""word""]","[""AM"", ""AMMMM""]","[""AM"", ""ART"", ""FRT"", ""MM"", ""NRSR""]"
"amma","mama, <b>amah</b> (nursery word)","[]","[""amma""]","[""amah"", ""mama"", ""nurseri"", ""word""]","[""AM"", ""AMMMM""]","[""AM"", ""ART"", ""FRT"", ""MM"", ""NRSR""]"
"amī̆","mama, <b>amah</b> (nursery word)","[]","[""amia"", ""am\u012b\u0306""]","[""amah"", ""mama"", ""nurseri"", ""word""]","[""AM"", ""AMMMM""]","[""AM"", ""ART"", ""FRT"", ""MM"", ""NRSR""]"
"amī̆","mama, <b>amah</b> (nursery word)","[]","[""amia"", ""am\u012b\u0306""]","[""amah"", ""mama"", ""nurseri"", ""word""]","[""AM"", ""AMMMM""]","[""AM"", ""ART"", ""FRT"", ""MM"", ""NRSR""]"
"an-","relative, ancestor","[]","[""an-""]","[""ancestor"", ""relat""]","[""ANN""]","[""ANSSTR"", ""RLT""]"
"an-","relative, ancestor","[]","[""an-""]","[""ancestor"", ""relat""]","[""ANN""]","[""ANSSTR"", ""RLT""]"
"an-","there, <b>other</b> side","[]","[""an-""]","[""other"", ""side"", ""there""]","[""ANN""]","[""0R"", ""A0R"", ""ATR"", ""ST"", ""TR""]"
"an-","there, <b>other</b> side","[]","[""an-""]","[""other"", ""side"", ""there""]","[""ANN""]","[""0R"", ""A0R"", ""ATR"", ""ST"", ""TR""]"
"an(ə)-","to breathe, respire, <b>animate</b>","[""ansu-""]","[""ane"", ""ane-"", ""an\u0259"", ""an\u0259-"", ""ansu"", ""ansu-""]","[""anim"", ""breath"", ""respir"", ""to""]","[""AN"", ""ANN"", ""ANS""]","[""ANM"", ""PR0"", ""PRT"", ""RSPR"", ""T""]"
"an-","to breathe, respire, <b>animate</b>","[""ansu-""]","[""an-"", ""ansu"", ""ansu-""]","[""anim"", ""breath"", ""respir"", ""to""]","[""AN"", ""ANN"", ""ANS""]","[""ANM"", ""PR0"", ""PRT"", ""RSPR"", ""T""]"
"anə-","to breathe, respire, <b>animate</b>","[""ansu-""]","[""ane"", ""ane-"", ""an\u0259"", ""an\u0259-"", ""ansu"", ""ansu-""]","[""anim"", ""breath"", ""respir"", ""to""]","[""AN"", ""ANN"", ""ANS""]","[""ANM"", ""PR0"", ""PRT"", ""RSPR"", ""T""]"
"an-","<b>on</b>, along, over there","[]","[""an-""]","[""along"", ""on"", ""over"", ""there""]","[""AN"", ""ANN"", ""N""]","[""0R"", ""AFR"", ""ALNK"", ""AN"", ""TR""]"
"an-","<b>on</b>, along, over there","[]","[""an-""]","[""along"", ""on"", ""over"", ""there""]","[""AN"", ""ANN"", ""N""]","[""0R"", ""AFR"", ""ALNK"", ""AN"", ""TR""]"
"anu","<b>on</b>, along, over there","[]","[""anu""]","[""along"", ""on"", ""over"", ""there""]","[""AN"", ""ANN"", ""N""]","[""0R"", ""AFR"", ""ALNK"", ""AN"", ""TR""]"
"anu","<b>on</b>, along, over there","[]","[""anu""]","[""along"", ""on"", ""over"", ""there""]","[""AN"", ""ANN"", ""N""]","[""0R"", ""AFR"", ""ALNK"", ""AN"", ""TR""]"
"anō","<b>on</b>, along, over there","[]","[""ano"", ""an\u014d""]","[""along"", ""on"", ""over"", ""there""]","[""AN"", ""ANN"", ""N""]","[""0R"", ""AFR"", ""ALNK"", ""AN"", ""TR""]"
"anō","<b>on</b>, along, over there","[]","[""ano"", ""an\u014d""]","[""along"", ""on"", ""over"", ""there""]","[""AN"", ""ANN"", ""N""]","[""0R"", ""AFR"", ""ALNK"", ""AN"", ""TR""]"
"nō","<b>on</b>, along, over there","[]","[""no"", ""n\u014d""]","[""along"", ""on"", ""over"", ""there""]","[""AN"", ""ANN"", ""N""]","[""0R"", ""AFR"", ""ALNK"", ""AN"", ""TR""]"
"nō","<b>on</b>, along, over there","[]","[""no"", ""n\u014d""]","[""along"", ""on"", ""over"", ""there""]","[""AN"", ""ANN"", ""N""]","[""0R"", ""AFR"", ""ALNK"", ""AN"", ""TR""]"
